#node1	node2	combined_score
Fibroblast growth factor receptor 1	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"	0.904
Fibroblast growth factor receptor 1	Vascular endothelial growth factor B	0.7
Fibroblast growth factor receptor 1	GTPase NRas	0.906
Fibroblast growth factor receptor 1	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"	0.904
Fibroblast growth factor receptor 1	Fibroblast growth factor receptor 2	0.765
Fibroblast growth factor receptor 1	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform"	0.904
Fibroblast growth factor receptor 1	Phosphatidylinositol 3-kinase regulatory subunit alpha	0.98
Fibroblast growth factor receptor 2	Vascular endothelial growth factor B	0.7
Fibroblast growth factor receptor 2	Fibroblast growth factor receptor 3	0.96
Fibroblast growth factor receptor 2	GTPase NRas	0.906
Fibroblast growth factor receptor 2	Proto-oncogene tyrosine-protein kinase Src	0.929
Fibroblast growth factor receptor 2	Tyrosine-protein kinase JAK2	0.903
Fibroblast growth factor receptor 2	Tyrosine-protein kinase JAK1	0.903
Fibroblast growth factor receptor 2	Phosphatidylinositol 3-kinase regulatory subunit alpha	0.787
Fibroblast growth factor receptor 3	Vascular endothelial growth factor B	0.7
Fibroblast growth factor receptor 3	Phosphatidylinositol 3-kinase regulatory subunit alpha	0.709
Fibroblast growth factor receptor 3	Tyrosine-protein kinase JAK1	0.903
Fibroblast growth factor receptor 3	Tyrosine-protein kinase JAK2	0.903
Fibroblast growth factor receptor 3	Proto-oncogene tyrosine-protein kinase Src	0.905
Fibroblast growth factor receptor 3	GTPase NRas	0.906
Fibroblast growth factor receptor 4	Vascular endothelial growth factor B	0.7
Fibroblast growth factor receptor 4	Phosphatidylinositol 3-kinase regulatory subunit alpha	0.742
Fibroblast growth factor receptor 4	GTPase NRas	0.906
Focal adhesion kinase 1	Mitogen-activated protein kinase 13	0.901
Focal adhesion kinase 1	Mitogen-activated protein kinase 14	0.901
Focal adhesion kinase 1	Platelet-derived growth factor receptor alpha	0.904
Focal adhesion kinase 1	Platelet-derived growth factor receptor beta	0.904
Focal adhesion kinase 1	Vascular endothelial growth factor receptor 3	0.904
Focal adhesion kinase 1	Integrin alpha-IIb	0.9
Focal adhesion kinase 1	Protein kinase C gamma type	0.9
Focal adhesion kinase 1	Vascular endothelial growth factor receptor 2	0.904
Focal adhesion kinase 1	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"	0.949
Focal adhesion kinase 1	Receptor tyrosine-protein kinase erbB-2	0.977
Focal adhesion kinase 1	Vascular endothelial growth factor receptor 1	0.934
Focal adhesion kinase 1	Hepatocyte growth factor receptor	0.905
Focal adhesion kinase 1	Mitogen-activated protein kinase 11	0.901
Focal adhesion kinase 1	Tyrosine-protein kinase Yes	0.795
Focal adhesion kinase 1	Protein kinase C beta type	0.9
Focal adhesion kinase 1	G-protein coupled estrogen receptor 1	0.9
Focal adhesion kinase 1	cAMP-dependent protein kinase catalytic subunit beta	0.9
Focal adhesion kinase 1	Protein kinase C alpha type	0.9
Focal adhesion kinase 1	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"	0.9
Focal adhesion kinase 1	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform"	0.9
Focal adhesion kinase 1	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform"	0.905
Focal adhesion kinase 1	Tyrosine-protein kinase Fgr	0.931
Focal adhesion kinase 1	Tyrosine-protein kinase HCK	0.94
Focal adhesion kinase 1	Tyrosine-protein kinase JAK2	0.951
Focal adhesion kinase 1	Tyrosine-protein kinase Lyn	0.962
Focal adhesion kinase 1	Insulin-like growth factor 1 receptor	0.93
Focal adhesion kinase 1	Protein-tyrosine kinase 2-beta	0.905
Focal adhesion kinase 1	Phosphatidylinositol 3-kinase regulatory subunit alpha	0.977
Focal adhesion kinase 1	Integrin beta-3	0.963
Focal adhesion kinase 1	Tyrosine-protein kinase Fyn	0.97
Focal adhesion kinase 1	Proto-oncogene tyrosine-protein kinase Src	0.992
Follicle-stimulating hormone receptor	Pro-opiomelanocortin	0.9
"Folylpolyglutamate synthase, mitochondrial"	Thymidylate synthase	0.96
G protein-activated inward rectifier potassium channel 1	GABA(A) Receptor	0.9
G protein-activated inward rectifier potassium channel 1	cAMP-dependent protein kinase catalytic subunit beta	0.9
G protein-activated inward rectifier potassium channel 1	Gamma-aminobutyric acid type B receptor subunit 1	0.926
G-protein coupled estrogen receptor 1	Proto-oncogene tyrosine-protein kinase Src	0.9
G1/S-specific cyclin-D1	Histone deacetylase 3	0.787
G1/S-specific cyclin-D1	Histone deacetylase 4	0.8
G1/S-specific cyclin-D1	Signal transducer and activator of transcription 3	0.814
G1/S-specific cyclin-D1	Glycogen synthase kinase-3 beta	0.938
G1/S-specific cyclin-D1	Proliferating cell nuclear antigen	0.983
GABA(A) Receptor	Gamma-aminobutyric acid receptor subunit beta-1	0.72
GABA(A) Receptor	Gamma-aminobutyric acid receptor subunit alpha-2	0.725
GABA(A) Receptor	Gamma-aminobutyric acid receptor subunit alpha-1	0.725
GABA(A) Receptor	Gamma-aminobutyric acid receptor subunit beta-3	0.72
GABA(A) Receptor	Gamma-aminobutyric acid type B receptor subunit 1	0.999
GABA(A) Receptor Benzodiazepine Binding Site	Serum paraoxonase/arylesterase 1	0.72
GTPase NRas	Mitogen-activated protein kinase 1	0.905
GTPase NRas	Platelet-derived growth factor receptor alpha	0.905
GTPase NRas	Platelet-derived growth factor receptor beta	0.905
GTPase NRas	Ribosomal protein S6 kinase alpha-6	0.902
GTPase NRas	Mitogen-activated protein kinase 3	0.924
GTPase NRas	Protein kinase C gamma type	0.9
GTPase NRas	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"	0.946
GTPase NRas	Mast/stem cell growth factor receptor Kit	0.903
GTPase NRas	Protein kinase C epsilon type	0.91
GTPase NRas	Hepatocyte growth factor receptor	0.924
GTPase NRas	Protein kinase C beta type	0.9
GTPase NRas	Protein kinase C alpha type	0.9
GTPase NRas	Mitogen-activated protein kinase 9	0.91
GTPase NRas	Tyrosine-protein kinase SYK	0.907
GTPase NRas	Mitogen-activated protein kinase 8	0.91
GTPase NRas	Ribosomal protein S6 kinase alpha-3	0.902
GTPase NRas	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform"	0.909
GTPase NRas	Mitogen-activated protein kinase kinase kinase kinase 1	0.914
GTPase NRas	Ribosomal protein S6 kinase alpha-1	0.915
GTPase NRas	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"	0.932
GTPase NRas	Phosphatidylinositol 3-kinase regulatory subunit alpha	0.91
GTPase NRas	Insulin-like growth factor 1 receptor	0.907
GTPase NRas	Proto-oncogene tyrosine-protein kinase Src	0.926
GTPase NRas	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform"	0.932
GTPase NRas	Serine/threonine-protein kinase B-raf	0.986
Gamma-aminobutyric acid receptor subunit alpha-1	Gamma-aminobutyric acid receptor subunit beta-2	0.99
Gamma-aminobutyric acid receptor subunit alpha-1	Gamma-aminobutyric acid receptor subunit gamma-1	0.715
Gamma-aminobutyric acid receptor subunit alpha-1	Gamma-aminobutyric acid receptor subunit beta-1	0.927
Gamma-aminobutyric acid receptor subunit alpha-1	Gamma-aminobutyric acid receptor subunit beta-3	0.986
Gamma-aminobutyric acid receptor subunit alpha-1	Gamma-aminobutyric acid receptor subunit gamma-3	0.789
Gamma-aminobutyric acid receptor subunit alpha-1	Gamma-aminobutyric acid receptor subunit alpha-2	0.72
Gamma-aminobutyric acid receptor subunit alpha-1	Gamma-aminobutyric acid receptor subunit gamma-2	0.995
Gamma-aminobutyric acid receptor subunit alpha-2	Gamma-aminobutyric acid receptor subunit beta-1	0.763
Gamma-aminobutyric acid receptor subunit alpha-2	Gamma-aminobutyric acid receptor subunit beta-3	0.763
Gamma-aminobutyric acid receptor subunit alpha-3	Gamma-aminobutyric acid receptor subunit alpha-5	0.789
Gamma-aminobutyric acid receptor subunit alpha-4	Gamma-aminobutyric acid receptor subunit gamma-2	0.904
Gamma-aminobutyric acid receptor subunit alpha-4	Gamma-aminobutyric acid receptor subunit beta-3	0.959
Gamma-aminobutyric acid receptor subunit alpha-6	Gamma-aminobutyric acid receptor subunit beta-3	0.745
Gamma-aminobutyric acid receptor subunit beta-1	Gamma-aminobutyric acid receptor subunit beta-2	0.9
Gamma-aminobutyric acid receptor subunit beta-1	Gamma-aminobutyric acid receptor subunit beta-3	0.9
Gamma-aminobutyric acid receptor subunit beta-2	Gamma-aminobutyric acid receptor subunit beta-3	0.945
Gamma-aminobutyric acid receptor subunit beta-2	Gamma-aminobutyric acid receptor subunit gamma-2	0.965
Gamma-aminobutyric acid receptor subunit beta-3	Gamma-aminobutyric acid receptor subunit gamma-2	0.974
Gamma-aminobutyric acid receptor subunit gamma-1	Gamma-aminobutyric acid receptor subunit gamma-2	0.775
Gamma-secretase subunit APH-1A	Gamma-secretase subunit APH-1B	0.9
Gamma-secretase subunit APH-1A	Nicastrin	0.999
Gamma-secretase subunit APH-1A	Presenilin-1	0.999
Gamma-secretase subunit APH-1A	Presenilin-2	0.999
Gamma-secretase subunit APH-1A	Gamma-secretase subunit PEN-2	0.999
Gamma-secretase subunit APH-1B	Nicastrin	0.999
Gamma-secretase subunit APH-1B	Gamma-secretase subunit PEN-2	0.999
Gamma-secretase subunit APH-1B	Presenilin-2	0.999
Gamma-secretase subunit APH-1B	Presenilin-1	0.999
Gamma-secretase subunit PEN-2	Nicastrin	0.998
Gamma-secretase subunit PEN-2	Presenilin-1	0.999
Gamma-secretase subunit PEN-2	Presenilin-2	0.999
Gap junction alpha-1 protein	Mitogen-activated protein kinase 1	0.926
Gap junction alpha-1 protein	Tubulin beta-1 chain	0.9
Gap junction alpha-1 protein	Tubulin alpha-4A chain	0.9
Gap junction alpha-1 protein	Mitogen-activated protein kinase 3	0.9
Gap junction alpha-1 protein	Tubulin beta-4A chain	0.9
Gap junction alpha-1 protein	Tubulin alpha-1C chain	0.9
Gap junction alpha-1 protein	Tubulin alpha-8 chain	0.9
Gap junction alpha-1 protein	Tubulin alpha-1B chain	0.9
Gap junction alpha-1 protein	Tubulin alpha-1A chain	0.9
Gap junction alpha-1 protein	Tubulin beta-4B chain	0.9
Gap junction alpha-1 protein	Mitogen-activated protein kinase 7	0.926
Gap junction alpha-1 protein	Tubulin beta chain	0.9
Gap junction alpha-1 protein	Tubulin beta-2A chain	0.9
Gap junction alpha-1 protein	Tubulin beta-3 chain	0.9
Gap junction alpha-1 protein	Proto-oncogene tyrosine-protein kinase Src	0.93
Gastric triacylglycerol lipase	Pancreatic triacylglycerol lipase	0.9
Gastric triacylglycerol lipase	Lipoprotein lipase	0.9
Glucocorticoid receptor	Transcription factor p65	0.739
Glucocorticoid receptor	Mineralocorticoid receptor	0.744
Glucocorticoid receptor	Histone deacetylase 1	0.725
Glucocorticoid receptor	Signal transducer and activator of transcription 3	0.736
Glucocorticoid receptor	Prostaglandin E synthase 3	0.993
Glucocorticoid receptor	Nuclear receptor coactivator 1	0.989
Glucocorticoid receptor	Nuclear receptor coactivator 2	0.988
Glucocorticoid receptor	Heat shock protein HSP 90-alpha	0.997
Glutamate receptor 1	"Glutamate receptor ionotropic, NMDA 3B"	0.728
Glutamate receptor 1	"Glutamate receptor ionotropic, NMDA 2D"	0.734
Glutamate receptor 1	Glutamate receptor 2	0.997
Glutamate receptor 1	"Glutamate receptor ionotropic, NMDA 2A"	0.735
Glutamate receptor 1	"Glutamate receptor ionotropic, NMDA 3A"	0.728
Glutamate receptor 1	cAMP-dependent protein kinase catalytic subunit beta	0.9
Glutamate receptor 1	"Glutamate receptor ionotropic, NMDA 1"	0.735
Glutamate receptor 1	Tyrosine-protein kinase Lyn	0.9
Glutamate receptor 1	"Glutamate receptor ionotropic, NMDA 2B"	0.728
Glutamate receptor 2	"Glutamate receptor ionotropic, NMDA 3B"	0.728
Glutamate receptor 2	"Glutamate receptor ionotropic, NMDA 2D"	0.728
Glutamate receptor 2	"Glutamate receptor ionotropic, NMDA 3A"	0.728
Glutamate receptor 2	"Glutamate receptor ionotropic, NMDA 2B"	0.728
Glutamate receptor 2	"Glutamate receptor ionotropic, NMDA 1"	0.733
Glutamate receptor 2	Tyrosine-protein kinase Lyn	0.9
Glutamate receptor 2	"Glutamate receptor ionotropic, NMDA 2A"	0.728
Glutamate receptor 2	cAMP-dependent protein kinase catalytic subunit beta	0.9
"Glutamate receptor ionotropic, NMDA 1"	"Glutamate receptor ionotropic, NMDA 3B"	0.977
"Glutamate receptor ionotropic, NMDA 1"	"Glutamate receptor ionotropic, NMDA 2D"	0.997
"Glutamate receptor ionotropic, NMDA 1"	"Glutamate receptor ionotropic, NMDA 2A"	0.999
"Glutamate receptor ionotropic, NMDA 1"	"Glutamate receptor ionotropic, NMDA 3A"	0.977
"Glutamate receptor ionotropic, NMDA 1"	"Glutamate receptor ionotropic, NMDA 2B"	0.999
"Glutamate receptor ionotropic, NMDA 2A"	"Glutamate receptor ionotropic, NMDA 3B"	0.897
"Glutamate receptor ionotropic, NMDA 2A"	"Glutamate receptor ionotropic, NMDA 2D"	0.905
"Glutamate receptor ionotropic, NMDA 2A"	Protein-tyrosine kinase 2-beta	0.765
"Glutamate receptor ionotropic, NMDA 2A"	cAMP-dependent protein kinase catalytic subunit beta	0.902
"Glutamate receptor ionotropic, NMDA 2A"	Tyrosine-protein kinase Fyn	0.735
"Glutamate receptor ionotropic, NMDA 2A"	"Glutamate receptor ionotropic, NMDA 2B"	0.99
"Glutamate receptor ionotropic, NMDA 2A"	"Glutamate receptor ionotropic, NMDA 3A"	0.926
"Glutamate receptor ionotropic, NMDA 2B"	"Glutamate receptor ionotropic, NMDA 3B"	0.8
"Glutamate receptor ionotropic, NMDA 2B"	"Glutamate receptor ionotropic, NMDA 2D"	0.9
"Glutamate receptor ionotropic, NMDA 2B"	"Glutamate receptor ionotropic, NMDA 3A"	0.926
"Glutamate receptor ionotropic, NMDA 2B"	cAMP-dependent protein kinase catalytic subunit beta	0.903
"Glutamate receptor ionotropic, NMDA 2D"	"Glutamate receptor ionotropic, NMDA 3B"	0.72
"Glutamate receptor ionotropic, NMDA 2D"	"Glutamate receptor ionotropic, NMDA 3A"	0.9
"Glutamate receptor ionotropic, NMDA 3A"	"Glutamate receptor ionotropic, NMDA 3B"	0.772
"Glutamate receptor ionotropic, kainate 1"	"Glutamate receptor ionotropic, kainate 2"	0.905
Glutathione S-transferase P	Glutathione reductase	0.9
Glutathione S-transferase P	Mitogen-activated protein kinase 8	0.805
Glutathione reductase	Nuclear factor erythroid 2-related factor 2	0.75
Glutathione reductase	Hematopoietic prostaglandin D synthase	0.9
"Glycogen phosphorylase, brain form"	"Glycogen phosphorylase, muscle form"	0.959
"Glycogen phosphorylase, brain form"	"Glycogen phosphorylase, liver form"	0.983
"Glycogen phosphorylase, brain form"	Maltase-glucoamylase	0.925
"Glycogen phosphorylase, liver form"	"Glycogen phosphorylase, muscle form"	0.952
"Glycogen phosphorylase, liver form"	Maltase-glucoamylase	0.925
"Glycogen phosphorylase, muscle form"	Maltase-glucoamylase	0.925
Glycogen synthase kinase-3 alpha	Microtubule-associated protein tau	0.749
Glycogen synthase kinase-3 alpha	RAC-gamma serine/threonine-protein kinase	0.908
Glycogen synthase kinase-3 alpha	Glycogen synthase kinase-3 beta	0.977
Glycogen synthase kinase-3 alpha	RAC-alpha serine/threonine-protein kinase	0.989
Glycogen synthase kinase-3 beta	Serine/threonine-protein kinase B-raf	0.9
Glycogen synthase kinase-3 beta	Major prion protein	0.905
Glycogen synthase kinase-3 beta	Nuclear factor erythroid 2-related factor 2	0.881
Glycogen synthase kinase-3 beta	Protein phosphatase 3 catalytic subunit alpha	0.937
Glycogen synthase kinase-3 beta	RAC-gamma serine/threonine-protein kinase	0.953
Glycogen synthase kinase-3 beta	cAMP-dependent protein kinase catalytic subunit beta	0.917
Glycogen synthase kinase-3 beta	Presenilin-1	0.973
Glycogen synthase kinase-3 beta	Myc proto-oncogene protein	0.981
Glycogen synthase kinase-3 beta	RAC-alpha serine/threonine-protein kinase	0.992
Glycogen synthase kinase-3 beta	Microtubule-associated protein tau	0.993
Guanylate cyclase soluble subunit alpha-2	cGMP-dependent protein kinase 2	0.912
Guanylate cyclase soluble subunit alpha-2	"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A"	0.711
Guanylate cyclase soluble subunit alpha-2	"cGMP-specific 3',5'-cyclic phosphodiesterase"	0.724
Guanylate cyclase soluble subunit alpha-2	Pyruvate kinase PKLR	0.9
Guanylate cyclase soluble subunit alpha-2	Guanylate cyclase soluble subunit beta-1	0.984
Guanylate cyclase soluble subunit beta-1	cGMP-dependent protein kinase 2	0.912
Guanylate cyclase soluble subunit beta-1	Pyruvate kinase PKLR	0.9
Guanylate cyclase soluble subunit beta-1	"cGMP-specific 3',5'-cyclic phosphodiesterase"	0.721
Guanylate cyclase soluble subunit beta-1	"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A"	0.716
Heat shock cognate 71 kDa protein	Toll-like receptor 2	0.906
Heat shock cognate 71 kDa protein	Heat shock protein HSP 90-alpha	0.939
Heat shock cognate 71 kDa protein	Microtubule-associated protein tau	0.872
Heat shock cognate 71 kDa protein	Mitogen-activated protein kinase 8	0.908
Heat shock cognate 71 kDa protein	Mitogen-activated protein kinase 9	0.9
Heat shock cognate 71 kDa protein	Tubulin alpha-1A chain	0.743
Heat shock protein HSP 90-alpha	Receptor tyrosine-protein kinase erbB-2	0.946
Heat shock protein HSP 90-alpha	Nitric oxide synthase 3	0.956
Heat shock protein HSP 90-alpha	Serine/threonine-protein kinase PLK1	0.82
Heat shock protein HSP 90-alpha	Telomerase reverse transcriptase	0.835
Heat shock protein HSP 90-alpha	Progesterone receptor	0.782
Heat shock protein HSP 90-alpha	Serine/threonine-protein kinase TBK1	0.821
Heat shock protein HSP 90-alpha	Receptor tyrosine-protein kinase erbB-4	0.712
