Drug1,Drug2,Cell_line,classification
Etoposide,Busulfan,MDAMB231_BREAST,antagonism
Methotrexate,Erlotinib,SW837_LARGE_INTESTINE,antagonism
Crizotinib,Paclitaxel,EKVX_LUNG,antagonism
Tioguanine,Fulvestrant,MDAMB468_BREAST,antagonism
Abiraterone,Methotrexate,CAKI1_KIDNEY,antagonism
Axitinib,Methotrexate,IGROV1_OVARY,antagonism
Paclitaxel,Ifosfamide,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Dexrazoxane,Chlorambucil,SKOV3_OVARY,antagonism
Pemetrexed,Teniposide,NCIH460_LUNG,antagonism
Lomustine,Fluorouracil,HOP92_LUNG,antagonism
Lomustine,Allopurinol,786O_KIDNEY,antagonism
Crizotinib,Lenalidomide,CAKI1_KIDNEY,antagonism
Pemetrexed,Tretinoin,HOP92_LUNG,antagonism
Cabazitaxel,Dexrazoxane,EKVX_LUNG,antagonism
Fluorouracil,ThioTEPA,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Paclitaxel,Dasatinib,SKOV3_OVARY,antagonism
Chlorambucil,Letrozole,HOP62_LUNG,antagonism
Dacarbazine,Bortezomib,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Crizotinib,Pipobroman,HOP92_LUNG,antagonism
Crizotinib,Gefitinib,UO31_KIDNEY,antagonism
Vandetanib,Vemurafenib,CAKI1_KIDNEY,antagonism
Crizotinib,Decitabine,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Tioguanine,Everolimus,HS578T_BREAST,antagonism
ThioTEPA,Busulfan,HCT116_LARGE_INTESTINE,antagonism
Tioguanine,Everolimus,NCIH226_LUNG,antagonism
Letrozole,Pipobroman,KM12_LARGE_INTESTINE,antagonism
Pemetrexed,Teniposide,ACHN_KIDNEY,antagonism
Abiraterone,Pipobroman,HCT116_LARGE_INTESTINE,antagonism
Lomustine,Sorafenib,OVCAR4_OVARY,antagonism
Dexrazoxane,Decitabine,NCIH522_LUNG,antagonism
Dexrazoxane,ThioTEPA,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Lomustine,5-Azacitidine,PC3_PROSTATE,antagonism
Dexrazoxane,Allopurinol,NCIH522_LUNG,antagonism
Tioguanine,Carmustine,T47D_BREAST,antagonism
Teniposide,Allopurinol,BT549_BREAST,antagonism
Crizotinib,Everolimus,MALME3M_SKIN,antagonism
Etoposide,Imiquimod,DU145_PROSTATE,antagonism
MK-2206,Ridaforolimus,MDAMB436_BREAST,antagonism
Gemcitabine,Erlotinib,SW837_LARGE_INTESTINE,antagonism
5-Azacitidine,Allopurinol,OVCAR8_OVARY,antagonism
Abiraterone,Thalidomide,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vismodegib,Tioguanine,T47D_BREAST,antagonism
Methoxsalen,Decitabine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Fluorouracil,Vemurafenib,SKMEL28_SKIN,antagonism
Fluorouracil,Busulfan,HOP62_LUNG,antagonism
Axitinib,ThioTEPA,LOXIMVI_SKIN,antagonism
Pemetrexed,Teniposide,MCF7_BREAST,antagonism
Pipobroman,Imiquimod,T47D_BREAST,antagonism
Vismodegib,Teniposide,MDAMB468_BREAST,antagonism
Vismodegib,Fulvestrant,KM12_LARGE_INTESTINE,antagonism
Vismodegib,Dexrazoxane,NCIH226_LUNG,antagonism
Lomustine,Allopurinol,MDAMB468_BREAST,antagonism
Dexrazoxane,Fluorouracil,HOP92_LUNG,antagonism
Etoposide,Sorafenib,UACC62_SKIN,antagonism
Fluorouracil,MK-2206,SW837_LARGE_INTESTINE,antagonism
Sorafenib,Valrubicin,SKMEL28_SKIN,antagonism
Niraparib,Dasatinib,CAOV3_OVARY,antagonism
Pemetrexed,Thalidomide,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Hydroxyurea,Pipobroman,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Crizotinib,Lomustine,HCT116_LARGE_INTESTINE,antagonism
Chlorambucil,Tioguanine,NCIH226_LUNG,antagonism
Busulfan,Allopurinol,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Axitinib,Fluorouracil,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Axitinib,Chlorambucil,HOP92_LUNG,antagonism
Lenalidomide,Etoposide,MCF7_BREAST,antagonism
Dacarbazine,Everolimus,ACHN_KIDNEY,antagonism
Mitotane,Pentostatin,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Teniposide,Tioguanine,HOP92_LUNG,antagonism
Dexrazoxane,Everolimus,NCIH23_LUNG,antagonism
Pemetrexed,Teniposide,UO31_KIDNEY,antagonism
Gefitinib,Imiquimod,HOP62_LUNG,antagonism
Pemetrexed,Lomustine,OVCAR8_OVARY,antagonism
Lomustine,Everolimus,SW620_LARGE_INTESTINE,antagonism
Fluorouracil,Sorafenib,HS578T_BREAST,antagonism
Lomustine,Methoxsalen,HOP62_LUNG,antagonism
Vemurafenib,Tioguanine,MDAMB435S_SKIN,antagonism
Dexrazoxane,Sorafenib,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Axitinib,Allopurinol,KM12_LARGE_INTESTINE,antagonism
Everolimus,Pipobroman,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Dexrazoxane,ThioTEPA,MDAMB468_BREAST,antagonism
Dexrazoxane,Valrubicin,UO31_KIDNEY,antagonism
5-Azacitidine,Sorafenib,UO31_KIDNEY,antagonism
Fluorouracil,PD-0325901,EFM192A_BREAST,antagonism
Gefitinib,Everolimus,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Cabazitaxel,Chlorambucil,SW620_LARGE_INTESTINE,antagonism
Fulvestrant,Allopurinol,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Fluorouracil,Bortezomib,T47D_BREAST,antagonism
Teniposide,Ifosfamide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Fluorouracil,Mitotane,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Tretinoin,Decitabine,CAKI1_KIDNEY,antagonism
Paclitaxel,MK-1775,ZR751_BREAST,antagonism
Lomustine,Valrubicin,MDAMB231_BREAST,antagonism
Dexrazoxane,Mitotane,MDAMB231_BREAST,antagonism
Mitotane,Methotrexate,SKMEL28_SKIN,antagonism
Fluorouracil,Tioguanine,NCIH2122_LUNG,antagonism
Cabazitaxel,Dexrazoxane,DU145_PROSTATE,antagonism
ThioTEPA,Pipobroman,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Hydroxyurea,Allopurinol,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Fluorouracil,Allopurinol,UACC62_SKIN,antagonism
Sorafenib,Valrubicin,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Chlorambucil,Carmustine,HT29_LARGE_INTESTINE,antagonism
5-Azacitidine,Thalidomide,HCT15_LARGE_INTESTINE,antagonism
Dasatinib,Pipobroman,NCIH522_LUNG,antagonism
Gefitinib,Teniposide,MALME3M_SKIN,antagonism
5-Azacitidine,Carmustine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Pemetrexed,Methotrexate,A498_KIDNEY,antagonism
Lenalidomide,Tretinoin,SKOV3_OVARY,antagonism
Dexrazoxane,Methotrexate,CAKI1_KIDNEY,antagonism
Vismodegib,Imiquimod,KM12_LARGE_INTESTINE,antagonism
Teniposide,Tioguanine,NCIH2122_LUNG,antagonism
Chlorambucil,Tioguanine,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Paclitaxel,Niraparib,OV90_OVARY,antagonism
Fluorouracil,Methoxsalen,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Lomustine,Anastrozole,MDAMB468_BREAST,antagonism
Cabazitaxel,Vandetanib,NCIH522_LUNG,antagonism
Paclitaxel,Decitabine,MDAMB435S_SKIN,antagonism
Dexrazoxane,Tioguanine,IGROV1_OVARY,antagonism
Niraparib,Erlotinib,EFM192A_BREAST,antagonism
Cabazitaxel,ThioTEPA,OVCAR8_OVARY,antagonism
Tioguanine,Bortezomib,MDAMB231_BREAST,antagonism
Busulfan,Imiquimod,A549_LUNG,antagonism
Niraparib,Topotecan,KPL1_BREAST,antagonism
Pipobroman,Carmustine,HCT15_LARGE_INTESTINE,antagonism
Paclitaxel,Allopurinol,SKOV3_OVARY,antagonism
Gefitinib,Thalidomide,NCIH460_LUNG,antagonism
Cabazitaxel,Chlorambucil,UO31_KIDNEY,antagonism
Vandetanib,Letrozole,DU145_PROSTATE,antagonism
Cabazitaxel,Altretamine,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Fluorouracil,Everolimus,NCIH522_LUNG,antagonism
Vismodegib,Dexrazoxane,DU145_PROSTATE,antagonism
Cabazitaxel,5-Azacitidine,MALME3M_SKIN,antagonism
AZD-8055,AT-7519,TC71_BONE,antagonism
Dexrazoxane,Fulvestrant,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Cabazitaxel,Pemetrexed,LOXIMVI_SKIN,antagonism
Lomustine,Paclitaxel,ACHN_KIDNEY,antagonism
Chlorambucil,Imatinib,T47D_BREAST,antagonism
Anastrozole,5-Azacitidine,OVCAR4_OVARY,antagonism
Altretamine,ThioTEPA,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Imatinib,Pipobroman,HCT116_LARGE_INTESTINE,antagonism
Teniposide,Methotrexate,SKMEL28_SKIN,antagonism
Gefitinib,5-Azacitidine,HCT116_LARGE_INTESTINE,antagonism
Gefitinib,Crizotinib,NCIH23_LUNG,antagonism
Lomustine,Sorafenib,KM12_LARGE_INTESTINE,antagonism
Vemurafenib,Fluorouracil,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Tioguanine,Allopurinol,MCF7_BREAST,antagonism
Dexrazoxane,Crizotinib,MDAMB468_BREAST,antagonism
Chlorambucil,Methotrexate,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Fluorouracil,Imatinib,MDAMB468_BREAST,antagonism
Cabazitaxel,Hydroxyurea,IGROV1_OVARY,antagonism
Cabazitaxel,Decitabine,OVCAR8_OVARY,antagonism
Fluorouracil,Dasatinib,ZR751_BREAST,antagonism
Chlorambucil,Paclitaxel,A549_LUNG,antagonism
Pipobroman,Pentostatin,PC3_PROSTATE,antagonism
Chlorambucil,Ixabepilone,T47D_BREAST,antagonism
Chlorambucil,Ixabepilone,BT549_BREAST,antagonism
Temozolomide,Pipobroman,SW620_LARGE_INTESTINE,antagonism
Altretamine,Methotrexate,CAKI1_KIDNEY,antagonism
Methotrexate,Decitabine,KM12_LARGE_INTESTINE,antagonism
Chlorambucil,Letrozole,T47D_BREAST,antagonism
Fluorouracil,Temozolomide,KM12_LARGE_INTESTINE,antagonism
Fluorouracil,Imiquimod,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Teniposide,Thalidomide,T47D_BREAST,antagonism
Dasatinib,Everolimus,SKOV3_OVARY,antagonism
Teniposide,5-Azacitidine,UO31_KIDNEY,antagonism
Etoposide,Tretinoin,CAKI1_KIDNEY,antagonism
Paclitaxel,5-Azacitidine,LOXIMVI_SKIN,antagonism
Gefitinib,Crizotinib,LOXIMVI_SKIN,antagonism
Chlorambucil,Valrubicin,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Chlorambucil,Temozolomide,HOP92_LUNG,antagonism
Abiraterone,Pemetrexed,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Tioguanine,Everolimus,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Tioguanine,Bortezomib,EKVX_LUNG,antagonism
5-Azacitidine,Dasatinib,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Etoposide,Fluorouracil,UACC62_SKIN,antagonism
Gemcitabine,Dasatinib,ZR751_BREAST,antagonism
Dexrazoxane,Ixabepilone,SW620_LARGE_INTESTINE,antagonism
Lomustine,Letrozole,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Pemetrexed,Fluorouracil,BT549_BREAST,antagonism
Methotrexate,Erlotinib,OV90_OVARY,antagonism
Dasatinib,Pipobroman,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Dacarbazine,MALME3M_SKIN,antagonism
Pemetrexed,Fluorouracil,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Vandetanib,Sorafenib,NCIH226_LUNG,antagonism
Chlorambucil,Ixabepilone,MDAMB468_BREAST,antagonism
Tioguanine,Valrubicin,MDAMB468_BREAST,antagonism
5-Azacitidine,Decitabine,OVCAR4_OVARY,antagonism
Lomustine,Imatinib,IGROV1_OVARY,antagonism
Vandetanib,Sorafenib,SKOV3_OVARY,antagonism
Anastrozole,Pipobroman,BT549_BREAST,antagonism
Teniposide,Sorafenib,T47D_BREAST,antagonism
Anastrozole,5-Azacitidine,A498_KIDNEY,antagonism
Dexrazoxane,Crizotinib,KM12_LARGE_INTESTINE,antagonism
Axitinib,Busulfan,ACHN_KIDNEY,antagonism
Vandetanib,Paclitaxel,ACHN_KIDNEY,antagonism
Cabazitaxel,Chlorambucil,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Busulfan,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Dexrazoxane,Pipobroman,A498_KIDNEY,antagonism
Fluorouracil,BEZ-235,NCIH23_LUNG,antagonism
Pemetrexed,Lomustine,HCT15_LARGE_INTESTINE,antagonism
Vemurafenib,ThioTEPA,ACHN_KIDNEY,antagonism
Tioguanine,Pipobroman,SW620_LARGE_INTESTINE,antagonism
Fluorouracil,Erlotinib,T47D_BREAST,antagonism
Hydroxyurea,Methotrexate,NCIH226_LUNG,antagonism
Etoposide,Letrozole,EKVX_LUNG,antagonism
Chlorambucil,Carmustine,786O_KIDNEY,antagonism
Teniposide,Sorafenib,CAKI1_KIDNEY,antagonism
Lomustine,Vemurafenib,MDAMB468_BREAST,antagonism
Lomustine,Fulvestrant,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Fluorouracil,Tioguanine,HCT15_LARGE_INTESTINE,antagonism
ThioTEPA,Everolimus,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Dexrazoxane,Crizotinib,A498_KIDNEY,antagonism
Etoposide,Lomustine,HCT15_LARGE_INTESTINE,antagonism
Etoposide,Letrozole,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Pipobroman,Busulfan,KM12_LARGE_INTESTINE,antagonism
Tioguanine,Crizotinib,MDAMB435S_SKIN,antagonism
Letrozole,Carmustine,NCIH2122_LUNG,antagonism
Tioguanine,Dasatinib,A498_KIDNEY,antagonism
5-Azacitidine,Methoxsalen,HT29_LARGE_INTESTINE,antagonism
Dexrazoxane,Chlorambucil,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Crizotinib,ThioTEPA,NCIH460_LUNG,antagonism
Teniposide,Paclitaxel,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Etoposide,Carmustine,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
LY2157299,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,antagonism
Pemetrexed,Methotrexate,SKMEL5_SKIN,antagonism
5-Azacitidine,Bortezomib,HCT116_LARGE_INTESTINE,antagonism
Cabazitaxel,Teniposide,NCIH226_LUNG,antagonism
Crizotinib,Busulfan,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Tioguanine,Carmustine,HOP92_LUNG,antagonism
Dexrazoxane,Pipobroman,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Dexrazoxane,Crizotinib,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Vemurafenib,Vandetanib,ACHN_KIDNEY,antagonism
Gefitinib,Fluorouracil,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Erlotinib,Dasatinib,NCIH23_LUNG,antagonism
Chlorambucil,Tioguanine,786O_KIDNEY,antagonism
Tioguanine,ThioTEPA,CAKI1_KIDNEY,antagonism
Lenalidomide,Hydroxyurea,NCIH460_LUNG,antagonism
Tioguanine,Imatinib,NCIH226_LUNG,antagonism
Everolimus,Allopurinol,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Vandetanib,Everolimus,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Lomustine,LOXIMVI_SKIN,antagonism
Dexamethasone,PD-0325901,NCIH1650_LUNG,antagonism
Tretinoin,Pipobroman,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Everolimus,Hydroxyurea,OVCAR4_OVARY,antagonism
Vismodegib,Dexrazoxane,786O_KIDNEY,antagonism
Dacarbazine,Chlorambucil,UACC62_SKIN,antagonism
Crizotinib,Axitinib,A549_LUNG,antagonism
Vemurafenib,Pemetrexed,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Everolimus,Pipobroman,HOP62_LUNG,antagonism
Etoposide,Tioguanine,NCIH2122_LUNG,antagonism
Etoposide,Fluorouracil,MDAMB435S_SKIN,antagonism
Chlorambucil,Valrubicin,HCT116_LARGE_INTESTINE,antagonism
Dexrazoxane,Letrozole,CAKI1_KIDNEY,antagonism
Fluorouracil,Hydroxyurea,A498_KIDNEY,antagonism
Pemetrexed,Methoxsalen,OVCAR8_OVARY,antagonism
ThioTEPA,5-Azacitidine,NCIH522_LUNG,antagonism
Tioguanine,Imiquimod,MDAMB231_BREAST,antagonism
Etoposide,Methotrexate,CAKI1_KIDNEY,antagonism
Abiraterone,Pipobroman,DU145_PROSTATE,antagonism
Etoposide,Paclitaxel,786O_KIDNEY,antagonism
Everolimus,Methotrexate,MDAMB468_BREAST,antagonism
Lomustine,Paclitaxel,A549_LUNG,antagonism
Chlorambucil,Hydroxyurea,PC3_PROSTATE,antagonism
Vandetanib,Altretamine,SKOV3_OVARY,antagonism
Chlorambucil,Pentostatin,LOXIMVI_SKIN,antagonism
Paclitaxel,Busulfan,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Chlorambucil,Fulvestrant,UO31_KIDNEY,antagonism
Fluorouracil,5-Azacitidine,HCT116_LARGE_INTESTINE,antagonism
Vandetanib,Mitotane,ACHN_KIDNEY,antagonism
Gefitinib,Bortezomib,SKMEL5_SKIN,antagonism
Etoposide,Decitabine,UACC62_SKIN,antagonism
Letrozole,Paclitaxel,LOXIMVI_SKIN,antagonism
Gefitinib,Etoposide,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Sorafenib,Pentostatin,NCIH23_LUNG,antagonism
Tioguanine,Busulfan,BT549_BREAST,antagonism
Dexrazoxane,Pentostatin,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Altretamine,5-Azacitidine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Carmustine,Ixabepilone,NCIH226_LUNG,antagonism
Chlorambucil,Paclitaxel,HT29_LARGE_INTESTINE,antagonism
Methotrexate,Ifosfamide,HOP92_LUNG,antagonism
Vemurafenib,Chlorambucil,HT29_LARGE_INTESTINE,antagonism
Tretinoin,Pipobroman,SKMEL5_SKIN,antagonism
Pemetrexed,Fluorouracil,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Pemetrexed,Etoposide,SKMEL28_SKIN,antagonism
Chlorambucil,Bortezomib,BT549_BREAST,antagonism
Lomustine,Valrubicin,HCT15_LARGE_INTESTINE,antagonism
Dexrazoxane,Bortezomib,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Etoposide,Decitabine,PC3_PROSTATE,antagonism
Teniposide,Tretinoin,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Anastrozole,KM12_LARGE_INTESTINE,antagonism
5-Azacitidine,Ifosfamide,HOP62_LUNG,antagonism
Tioguanine,Allopurinol,NCIH2122_LUNG,antagonism
ThioTEPA,Anastrozole,CAKI1_KIDNEY,antagonism
Lomustine,Dasatinib,HOP62_LUNG,antagonism
Letrozole,Anastrozole,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Dasatinib,Hydroxyurea,PC3_PROSTATE,antagonism
Etoposide,Pentostatin,NCIH226_LUNG,antagonism
MK-1775,PD-0325901,LNCAPCLONEFGC_PROSTATE,antagonism
Axitinib,Dexrazoxane,DU145_PROSTATE,antagonism
Teniposide,Lomustine,HCT116_LARGE_INTESTINE,antagonism
Lomustine,Imatinib,HOP92_LUNG,antagonism
Dexrazoxane,Vemurafenib,HCT15_LARGE_INTESTINE,antagonism
Sorafenib,Decitabine,HOP92_LUNG,antagonism
Fluorouracil,Allopurinol,NCIH460_LUNG,antagonism
Tioguanine,Pentostatin,BT549_BREAST,antagonism
Lomustine,Fluorouracil,NCIH23_LUNG,antagonism
Etoposide,Crizotinib,NCIH2122_LUNG,antagonism
Vandetanib,Letrozole,SKOV3_OVARY,antagonism
Axitinib,Fluorouracil,NCIH522_LUNG,antagonism
Etoposide,Crizotinib,A498_KIDNEY,antagonism
ThioTEPA,Hydroxyurea,OVCAR8_OVARY,antagonism
Tioguanine,Imiquimod,NCIH2122_LUNG,antagonism
Paclitaxel,Ifosfamide,EKVX_LUNG,antagonism
Chlorambucil,Allopurinol,MDAMB231_BREAST,antagonism
Sorafenib,Valrubicin,T47D_BREAST,antagonism
ThioTEPA,Ifosfamide,MCF7_BREAST,antagonism
Pemetrexed,Imiquimod,IGROV1_OVARY,antagonism
Temozolomide,MK-2206,MDAMB436_BREAST,antagonism
Dexrazoxane,Crizotinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Tioguanine,Pipobroman,MCF7_BREAST,antagonism
ThioTEPA,Hydroxyurea,HCT15_LARGE_INTESTINE,antagonism
Lomustine,5-Azacitidine,HT29_LARGE_INTESTINE,antagonism
Lenalidomide,Sorafenib,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Pipobroman,Pentostatin,NCIH2122_LUNG,antagonism
Fluorouracil,Fulvestrant,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Sorafenib,786O_KIDNEY,antagonism
Lenalidomide,Vemurafenib,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
5-Azacitidine,Allopurinol,786O_KIDNEY,antagonism
Methoxsalen,Imiquimod,HS578T_BREAST,antagonism
Chlorambucil,Methoxsalen,HCT15_LARGE_INTESTINE,antagonism
Fluorouracil,Everolimus,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Fluorouracil,UACC62_SKIN,antagonism
Etoposide,ThioTEPA,MCF7_BREAST,antagonism
Niraparib,Bortezomib,KPL1_BREAST,antagonism
Gefitinib,Hydroxyurea,ACHN_KIDNEY,antagonism
Gefitinib,Tioguanine,OVCAR4_OVARY,antagonism
Tioguanine,Imiquimod,NCIH522_LUNG,antagonism
Dacarbazine,Allopurinol,LOXIMVI_SKIN,antagonism
Dexrazoxane,Tretinoin,LOXIMVI_SKIN,antagonism
Dexrazoxane,5-Azacitidine,LOXIMVI_SKIN,antagonism
Chlorambucil,Paclitaxel,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Lomustine,Fluorouracil,UACC62_SKIN,antagonism
Fluorouracil,Fulvestrant,T47D_BREAST,antagonism
Etoposide,Letrozole,T47D_BREAST,antagonism
Hydroxyurea,Bortezomib,MCF7_BREAST,antagonism
Crizotinib,Fluorouracil,T47D_BREAST,antagonism
Thalidomide,Ixabepilone,EKVX_LUNG,antagonism
Chlorambucil,Thalidomide,BT549_BREAST,antagonism
Cabazitaxel,Fluorouracil,SKMEL5_SKIN,antagonism
Gefitinib,Pipobroman,NCIH23_LUNG,antagonism
Etoposide,Tretinoin,A498_KIDNEY,antagonism
Pentostatin,Carmustine,SW620_LARGE_INTESTINE,antagonism
Dacarbazine,Tioguanine,HCT15_LARGE_INTESTINE,antagonism
Paclitaxel,Methotrexate,OVCAR8_OVARY,antagonism
Everolimus,Pipobroman,EKVX_LUNG,antagonism
Tioguanine,Methotrexate,NCIH23_LUNG,antagonism
Etoposide,Chlorambucil,HCT15_LARGE_INTESTINE,antagonism
Axitinib,Altretamine,KM12_LARGE_INTESTINE,antagonism
Mitotane,Fulvestrant,T47D_BREAST,antagonism
Crizotinib,Chlorambucil,UACC62_SKIN,antagonism
Axitinib,ThioTEPA,A549_LUNG,antagonism
Dacarbazine,Valrubicin,NCIH460_LUNG,antagonism
Gefitinib,Hydroxyurea,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Everolimus,Pipobroman,NCIH522_LUNG,antagonism
Pemetrexed,Lomustine,PC3_PROSTATE,antagonism
Chlorambucil,Hydroxyurea,HT29_LARGE_INTESTINE,antagonism
Lenalidomide,Dexrazoxane,786O_KIDNEY,antagonism
Teniposide,Thalidomide,MALME3M_SKIN,antagonism
Methotrexate,Allopurinol,A498_KIDNEY,antagonism
Dacarbazine,Fulvestrant,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Teniposide,Pentostatin,NCIH522_LUNG,antagonism
Etoposide,Busulfan,HOP92_LUNG,antagonism
Hydroxyurea,Pipobroman,LOXIMVI_SKIN,antagonism
Axitinib,Teniposide,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Dexrazoxane,Bortezomib,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Tioguanine,Paclitaxel,KM12_LARGE_INTESTINE,antagonism
Temozolomide,MK-2206,NCIH23_LUNG,antagonism
Altretamine,ThioTEPA,MDAMB468_BREAST,antagonism
Pemetrexed,5-Azacitidine,A498_KIDNEY,antagonism
Methotrexate,PD-0325901,HCT116_LARGE_INTESTINE,antagonism
Paclitaxel,Carmustine,NCIH2122_LUNG,antagonism
Etoposide,Thalidomide,NCIH2122_LUNG,antagonism
Axitinib,Everolimus,UO31_KIDNEY,antagonism
Erlotinib,Bortezomib,A427_LUNG,antagonism
Cabazitaxel,Fluorouracil,SW620_LARGE_INTESTINE,antagonism
Chlorambucil,Crizotinib,UACC62_SKIN,antagonism
Dexrazoxane,Vemurafenib,IGROV1_OVARY,antagonism
Imatinib,Thalidomide,HCT15_LARGE_INTESTINE,antagonism
Dexrazoxane,Temozolomide,LOXIMVI_SKIN,antagonism
Pemetrexed,Valrubicin,DU145_PROSTATE,antagonism
Abiraterone,Decitabine,OVCAR8_OVARY,antagonism
Vismodegib,ThioTEPA,HCT15_LARGE_INTESTINE,antagonism
ThioTEPA,Pipobroman,BT549_BREAST,antagonism
Vandetanib,Sorafenib,NCIH2122_LUNG,antagonism
Dacarbazine,Methotrexate,ACHN_KIDNEY,antagonism
Abiraterone,Lomustine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Gefitinib,Pentostatin,EKVX_LUNG,antagonism
Dexrazoxane,Chlorambucil,MCF7_BREAST,antagonism
Lomustine,Valrubicin,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Temozolomide,Pipobroman,LOXIMVI_SKIN,antagonism
Fluorouracil,Imiquimod,MDAMB231_BREAST,antagonism
Pemetrexed,Everolimus,DU145_PROSTATE,antagonism
ThioTEPA,Imatinib,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Crizotinib,Tioguanine,UACC257_SKIN,antagonism
Methotrexate,Sorafenib,OV90_OVARY,antagonism
Valrubicin,Carmustine,MDAMB468_BREAST,antagonism
