drug_id,smiles
Dexrazoxane,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
Sunitinib (free base),CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C
Vorinostat,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
Azacitidine,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N
Gemcitabine,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F.Cl
Imatinib,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O
Tamoxifen citrate,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
Sorafenib,CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
bendamustine hydrochloride,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O.Cl
Aminolevulinic acid hydrochloride,C(CC(=O)O)C(=O)CN.Cl
Pipobroman,C1CN(CCN1C(=O)CCBr)C(=O)CCBr
Mitomycin,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N
Ifosfamide,C1CN(P(=O)(OC1)NCCCl)CCCl
Dactinomycin,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C
Mechlorethamine hydrochloride,CN(CCCl)CCCl.Cl
PF562271,CN(C1=C(C=CC=N1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C
I-BET,CCNC(=O)CC1C2=NN=C(N2C3=C(C=C(C=C3)OC)C(=N1)C4=CC=C(C=C4)Cl)C
ABT-888,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N
PD325901,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O
AZD1775,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O
MK-4827,C1CC(CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N
MK-8669,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OP(=O)(C)C)C)C)O)OC)C)C)C)OC
Dinaciclib,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO
Sunitinib,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C
Zolinza,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
5-FU,C1=C(C(=O)NC(=O)N1)F
6-Thioguanine,C1=NC2=C(N1)C(=S)N=C(N2)N
Pemetrexed Disodium ,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)NC(CCC(=O)[O-])C(=O)[O-].[Na+].[Na+]
Estramustine phosphate sodium,CC12CCC3C(C1CCC2OP(=O)([O-])[O-])CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl.[Na+].[Na+]
Erlotinib,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC.Cl
Pazopanib,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N.Cl
PYRIDOSTIGMINE BROMIDE,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-]
PENTOLINIUM TARTRATE,C[N+]1(CCCC1)CCCCC[N+]2(CCCC2)C.C(C(C(=O)[O-])O)(C(=O)O)O.C(C(C(=O)[O-])O)(C(=O)O)O
ETHINYL ESTRADIOL,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O
OLMESARTAN MEDOXOMIL,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O
RUFINAMIDE,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F
ZALEPLON,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C
TESTOLACTONE,CC12CCC3C(C1CCC(=O)O2)CCC4=CC(=O)C=CC34C
ACETOHEXAMIDE,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
CLOPIDOGREL,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3
CILASTATIN,CC1(CC1C(=O)NC(=CCCCCSCC(C(=O)O)N)C(=O)O)C
OXYPHENONIUM BROMIDE,CC[N+](C)(CC)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.[Br-]
PROBENECID,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
METYROSINE,CC(CC1=CC=C(C=C1)O)(C(=O)O)N
ALBENDAZOLE,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
VALPROIC ACID,CCCC(CCC)C(=O)O
ILOPROST,CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O
TRIFLUPROMAZINE,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
ENTACAPONE,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N
ATENOLOL,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
SPIRONOLACTONE,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C
CISAPRIDE,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F
ARMODAFINIL,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
4-AMINOSALICYLIC ACID,C1=CC(=C(C=C1N)O)C(=O)O
TRIAMTERENE,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N
RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
ACETAZOLAMIDE,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
DESOXYCORTICOSTERONE PIVALATE,CC12CCC3C(C1CCC2C(=O)COC(=O)C(C)(C)C)CCC4=CC(=O)CCC34C
CARGLUMIC ACID,C(CC(=O)O)C(C(=O)O)NC(=O)N
METHYCLOTHIAZIDE,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl
PHENSUXIMIDE,CN1C(=O)CC(C1=O)C2=CC=CC=C2
BOSENTAN,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC
VARENICLINE,C1C2CNCC1C3=CC4=NC=CN=C4C=C23
SUMATRIPTAN,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
EPTIFIBATIDE,C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N
ISOSORBIDE DINITRATE,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-]
MESALAZINE,C1=CC(=C(C=C1N)C(=O)O)O
SUCCINYLCHOLINE CHLORIDE,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-]
CARBACHOL,C[N+](C)(C)CCOC(=O)N.[Cl-]
MEPHENYTOIN,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2
TINIDAZOLE,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C
LIOTHYRONINE,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O
FURAZOLIDONE,C1COC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]
MIGLUSTAT,CCCCN1CC(C(C(C1CO)O)O)O
DICHLORPHENAMIDE,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N
BACLOFEN,C1=CC(=CC=C1C(CC(=O)O)CN)Cl
THEOPHYLLINE,CN1C2=C(C(=O)N(C1=O)C)NC=N2
BRETYLIUM TOSYLATE,CC[N+](C)(C)CC1=CC=CC=C1Br.CC1=CC=C(C=C1)S(=O)(=O)[O-]
CANRENONE,CC12CCC(=O)C=C1C=CC3C2CCC4(C3CCC45CCC(=O)O5)C
ULIPRISTAL ACETATE,CC(=O)C1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)OC(=O)C
ACETOHYDROXAMIC ACID,CC(=O)NO
DIAZOXIDE,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
CHLORZOXAZONE,C1=CC2=C(C=C1Cl)NC(=O)O2
DIGITOXIN,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O
MELPHALAN HYDROCHLORIDE,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl.Cl
