Drug1,Drug2,Cell_line,classification
Bortezomib,Dasatinib,A2780_OVARY,synergy
Bortezomib,Dasatinib,COLO320_LARGE_INTESTINE,synergy
Bortezomib,Dasatinib,ES2_OVARY,synergy
Bortezomib,Dasatinib,HT144_SKIN,synergy
Bortezomib,Dasatinib,KPL1_BREAST,synergy
Bortezomib,Dasatinib,LNCAPCLONEFGC_PROSTATE,antagonism
Bortezomib,Dasatinib,MDAMB436_BREAST,synergy
Bortezomib,Dasatinib,NCIH23_LUNG,antagonism
Bortezomib,Dasatinib,NCIH460_LUNG,synergy
Bortezomib,Dasatinib,RKO_LARGE_INTESTINE,synergy
Bortezomib,Dasatinib,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
Bortezomib,Dasatinib,SKMEL30_SKIN,synergy
Bortezomib,Dasatinib,SKOV3_OVARY,antagonism
Bortezomib,Dasatinib,SW837_LARGE_INTESTINE,synergy
Bortezomib,Dasatinib,T47D_BREAST,synergy
Bortezomib,Dasatinib,ZR751_BREAST,synergy
Bortezomib,Ridaforolimus,COLO320_LARGE_INTESTINE,synergy
Bortezomib,Ridaforolimus,KPL1_BREAST,synergy
Bortezomib,Ridaforolimus,LNCAPCLONEFGC_PROSTATE,synergy
Bortezomib,Ridaforolimus,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
Bortezomib,Ridaforolimus,SKMES1_LUNG,synergy
Bortezomib,Ridaforolimus,SW837_LARGE_INTESTINE,synergy
Bortezomib,Ridaforolimus,T47D_BREAST,synergy
Bortezomib,Ridaforolimus,UACC62_SKIN,antagonism
Bortezomib,Sorafenib,A2058_SKIN,synergy
Bortezomib,Sorafenib,A375_SKIN,synergy
Bortezomib,Sorafenib,CAOV3_OVARY,synergy
Bortezomib,Sorafenib,COLO320_LARGE_INTESTINE,synergy
Bortezomib,Sorafenib,ES2_OVARY,synergy
Bortezomib,Sorafenib,HT144_SKIN,synergy
Bortezomib,Sorafenib,NCIH460_LUNG,synergy
Bortezomib,Sorafenib,RKO_LARGE_INTESTINE,synergy
Bortezomib,Sorafenib,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
Bortezomib,Sorafenib,SKMES1_LUNG,synergy
Bortezomib,Sorafenib,SKOV3_OVARY,synergy
Bortezomib,Sorafenib,SW620_LARGE_INTESTINE,synergy
Bortezomib,Sorafenib,T47D_BREAST,synergy
Bortezomib,Sorafenib,UACC62_SKIN,synergy
Bortezomib,Sorafenib,VCAP_PROSTATE,synergy
Bortezomib,Sorafenib,ZR751_BREAST,synergy
Bortezomib,Topotecan,A2058_SKIN,synergy
Bortezomib,Topotecan,A2780_OVARY,synergy
Bortezomib,Topotecan,A375_SKIN,antagonism
Bortezomib,Topotecan,CAOV3_OVARY,synergy
Bortezomib,Topotecan,COLO320_LARGE_INTESTINE,synergy
Bortezomib,Topotecan,ES2_OVARY,synergy
Bortezomib,Topotecan,KPL1_BREAST,antagonism
Bortezomib,Topotecan,RKO_LARGE_INTESTINE,synergy
Bortezomib,Topotecan,RPMI7951_SKIN,synergy
Bortezomib,Topotecan,ZR751_BREAST,antagonism
Bosutinib,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Brintellix,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Brivanib,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Busulfan,Allopurinol,ACHN_KIDNEY,antagonism
Busulfan,Allopurinol,HCT116_LARGE_INTESTINE,antagonism
Busulfan,Allopurinol,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Busulfan,Allopurinol,IGROV1_OVARY,antagonism
Busulfan,Allopurinol,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Busulfan,Allopurinol,KM12_LARGE_INTESTINE,antagonism
Busulfan,Allopurinol,MALME3M_SKIN,antagonism
Busulfan,Allopurinol,NCIH460_LUNG,antagonism
Busulfan,Allopurinol,NCIH522_LUNG,antagonism
Busulfan,Allopurinol,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Busulfan,Allopurinol,SKMEL5_SKIN,synergy
Busulfan,Allopurinol,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Busulfan,Allopurinol,T47D_BREAST,antagonism
Busulfan,Allopurinol,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Busulfan,Anastrozole,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Busulfan,Anastrozole,NCIH460_LUNG,antagonism
Busulfan,Anastrozole,OVCAR8_OVARY,synergy
Busulfan,Anastrozole,SF539_CENTRAL_NERVOUS_SYSTEM,synergy
Busulfan,Anastrozole,SKMEL5_SKIN,synergy
Busulfan,Anastrozole,UO31_KIDNEY,antagonism
Busulfan,Bortezomib,EKVX_LUNG,synergy
Busulfan,Bortezomib,HCT116_LARGE_INTESTINE,antagonism
Busulfan,Bortezomib,MCF7_BREAST,antagonism
Busulfan,Bortezomib,MDAMB435S_SKIN,synergy
Busulfan,Bortezomib,NCIH226_LUNG,synergy
Busulfan,Bortezomib,NCIH460_LUNG,antagonism
Busulfan,Bortezomib,OVCAR8_OVARY,synergy
Busulfan,Bortezomib,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Busulfan,Bortezomib,SKMEL28_SKIN,synergy
Busulfan,Bortezomib,SKOV3_OVARY,synergy
Busulfan,Carmustine,HOP92_LUNG,antagonism
Busulfan,Carmustine,HS578T_BREAST,antagonism
Busulfan,Carmustine,NCIH2122_LUNG,antagonism
Busulfan,Carmustine,NCIH460_LUNG,antagonism
Busulfan,Carmustine,SF539_CENTRAL_NERVOUS_SYSTEM,synergy
Busulfan,Carmustine,SW620_LARGE_INTESTINE,antagonism
Busulfan,Decitabine,BT549_BREAST,antagonism
Busulfan,Decitabine,HCT15_LARGE_INTESTINE,antagonism
Busulfan,Decitabine,HS578T_BREAST,antagonism
Busulfan,Decitabine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Busulfan,Decitabine,KM12_LARGE_INTESTINE,synergy
Busulfan,Decitabine,MALME3M_SKIN,antagonism
Busulfan,Decitabine,NCIH460_LUNG,antagonism
Busulfan,Decitabine,NCIH522_LUNG,antagonism
Busulfan,Decitabine,PC3_PROSTATE,antagonism
Busulfan,Decitabine,SF539_CENTRAL_NERVOUS_SYSTEM,synergy
Busulfan,Decitabine,SKMEL5_SKIN,antagonism
Busulfan,Decitabine,U251MG_CENTRAL_NERVOUS_SYSTEM,synergy
Busulfan,Ifosfamide,DU145_PROSTATE,synergy
Busulfan,Ifosfamide,KM12_LARGE_INTESTINE,antagonism
Busulfan,Ifosfamide,MALME3M_SKIN,synergy
Busulfan,Ifosfamide,MDAMB468_BREAST,antagonism
Busulfan,Ifosfamide,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Busulfan,Ifosfamide,SKOV3_OVARY,synergy
Busulfan,Ifosfamide,UACC62_SKIN,antagonism
Busulfan,Imiquimod,A549_LUNG,antagonism
Busulfan,Imiquimod,HCT116_LARGE_INTESTINE,antagonism
Busulfan,Imiquimod,HCT15_LARGE_INTESTINE,synergy
Busulfan,Imiquimod,HOP92_LUNG,antagonism
Busulfan,Imiquimod,HS578T_BREAST,antagonism
Busulfan,Imiquimod,MDAMB435S_SKIN,synergy
Busulfan,Imiquimod,PC3_PROSTATE,antagonism
Busulfan,Imiquimod,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Busulfan,Ixabepilone,EKVX_LUNG,antagonism
Busulfan,Ixabepilone,SW620_LARGE_INTESTINE,antagonism
Busulfan,Ixabepilone,UO31_KIDNEY,antagonism
Busulfan,Methoxsalen,HS578T_BREAST,antagonism
Busulfan,Methoxsalen,KM12_LARGE_INTESTINE,antagonism
Busulfan,Methoxsalen,MALME3M_SKIN,synergy
Busulfan,Methoxsalen,MDAMB435S_SKIN,synergy
Busulfan,Methoxsalen,NCIH23_LUNG,antagonism
Busulfan,Methoxsalen,OVCAR8_OVARY,antagonism
Busulfan,Methoxsalen,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Busulfan,Methoxsalen,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Busulfan,Methoxsalen,UACC62_SKIN,antagonism
Busulfan,Pentostatin,HCT15_LARGE_INTESTINE,synergy
Busulfan,Pentostatin,KM12_LARGE_INTESTINE,synergy
Busulfan,Pentostatin,NCIH522_LUNG,antagonism
Busulfan,Pentostatin,SW620_LARGE_INTESTINE,antagonism
Busulfan,Pentostatin,T47D_BREAST,antagonism
Busulfan,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Busulfan,Thalidomide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Busulfan,Thalidomide,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Busulfan,Thalidomide,MALME3M_SKIN,synergy
Busulfan,Thalidomide,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Busulfan,Thalidomide,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Busulfan,Thalidomide,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
CEP-32496,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
CH-5132799,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
CHIR-265,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,antagonism
CHLORZOXAZONE,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
CUDC-101,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Cabazitaxel,5-Azacitidine,786O_KIDNEY,synergy
Cabazitaxel,5-Azacitidine,A549_LUNG,synergy
Cabazitaxel,5-Azacitidine,BT549_BREAST,synergy
Cabazitaxel,5-Azacitidine,DU145_PROSTATE,synergy
Cabazitaxel,5-Azacitidine,EKVX_LUNG,antagonism
Cabazitaxel,5-Azacitidine,HCT116_LARGE_INTESTINE,synergy
Cabazitaxel,5-Azacitidine,HCT15_LARGE_INTESTINE,synergy
Cabazitaxel,5-Azacitidine,HOP92_LUNG,synergy
Cabazitaxel,5-Azacitidine,HT29_LARGE_INTESTINE,synergy
Cabazitaxel,5-Azacitidine,IGROV1_OVARY,synergy
Cabazitaxel,5-Azacitidine,LOXIMVI_SKIN,antagonism
Cabazitaxel,5-Azacitidine,MALME3M_SKIN,antagonism
Cabazitaxel,5-Azacitidine,MCF7_BREAST,synergy
Cabazitaxel,5-Azacitidine,MDAMB231_BREAST,synergy
Cabazitaxel,5-Azacitidine,MDAMB468_BREAST,synergy
Cabazitaxel,5-Azacitidine,NCIH460_LUNG,synergy
Cabazitaxel,5-Azacitidine,NCIH522_LUNG,synergy
Cabazitaxel,5-Azacitidine,OVCAR4_OVARY,synergy
Cabazitaxel,5-Azacitidine,PC3_PROSTATE,synergy
Cabazitaxel,5-Azacitidine,SF295_CENTRAL_NERVOUS_SYSTEM,synergy
Cabazitaxel,5-Azacitidine,SF539_CENTRAL_NERVOUS_SYSTEM,synergy
Cabazitaxel,5-Azacitidine,SKMEL5_SKIN,synergy
Cabazitaxel,5-Azacitidine,SKOV3_OVARY,synergy
Cabazitaxel,5-Azacitidine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Cabazitaxel,5-Azacitidine,T47D_BREAST,synergy
Cabazitaxel,5-Azacitidine,U251MG_CENTRAL_NERVOUS_SYSTEM,synergy
Cabazitaxel,5-Azacitidine,UACC257_SKIN,synergy
Cabazitaxel,5-Azacitidine,UACC62_SKIN,synergy
Cabazitaxel,Abiraterone,A549_LUNG,synergy
Cabazitaxel,Abiraterone,ACHN_KIDNEY,synergy
Cabazitaxel,Abiraterone,EKVX_LUNG,synergy
Cabazitaxel,Abiraterone,HCT116_LARGE_INTESTINE,synergy
Cabazitaxel,Abiraterone,HCT15_LARGE_INTESTINE,synergy
Cabazitaxel,Abiraterone,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Cabazitaxel,Abiraterone,HT29_LARGE_INTESTINE,synergy
Cabazitaxel,Abiraterone,IGROV1_OVARY,synergy
Cabazitaxel,Abiraterone,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Cabazitaxel,Abiraterone,MALME3M_SKIN,synergy
Cabazitaxel,Abiraterone,MDAMB435S_SKIN,synergy
Cabazitaxel,Abiraterone,NCIH2122_LUNG,synergy
Cabazitaxel,Abiraterone,NCIH226_LUNG,synergy
Cabazitaxel,Abiraterone,NCIH23_LUNG,synergy
Cabazitaxel,Abiraterone,OVCAR8_OVARY,synergy
Cabazitaxel,Abiraterone,PC3_PROSTATE,antagonism
Cabazitaxel,Abiraterone,SF295_CENTRAL_NERVOUS_SYSTEM,synergy
Cabazitaxel,Abiraterone,SKOV3_OVARY,synergy
Cabazitaxel,Abiraterone,SW620_LARGE_INTESTINE,synergy
Cabazitaxel,Abiraterone,U251MG_CENTRAL_NERVOUS_SYSTEM,synergy
Cabazitaxel,Allopurinol,786O_KIDNEY,synergy
Cabazitaxel,Allopurinol,BT549_BREAST,synergy
Cabazitaxel,Allopurinol,DU145_PROSTATE,antagonism
Cabazitaxel,Allopurinol,EKVX_LUNG,antagonism
Cabazitaxel,Allopurinol,HS578T_BREAST,synergy
Cabazitaxel,Allopurinol,IGROV1_OVARY,antagonism
Cabazitaxel,Allopurinol,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Cabazitaxel,Allopurinol,KM12_LARGE_INTESTINE,synergy
Cabazitaxel,Allopurinol,MALME3M_SKIN,antagonism
Cabazitaxel,Allopurinol,MCF7_BREAST,synergy
Cabazitaxel,Allopurinol,MDAMB468_BREAST,synergy
Cabazitaxel,Allopurinol,NCIH23_LUNG,antagonism
Cabazitaxel,Allopurinol,NCIH460_LUNG,antagonism
Cabazitaxel,Allopurinol,NCIH522_LUNG,antagonism
Cabazitaxel,Allopurinol,OVCAR4_OVARY,antagonism
Cabazitaxel,Allopurinol,OVCAR8_OVARY,antagonism
Cabazitaxel,Allopurinol,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Cabazitaxel,Allopurinol,SF295_CENTRAL_NERVOUS_SYSTEM,synergy
Cabazitaxel,Allopurinol,SF539_CENTRAL_NERVOUS_SYSTEM,synergy
Cabazitaxel,Allopurinol,SKMEL28_SKIN,synergy
Cabazitaxel,Allopurinol,SKMEL5_SKIN,synergy
Cabazitaxel,Altretamine,A498_KIDNEY,synergy
Cabazitaxel,Altretamine,A549_LUNG,synergy
Cabazitaxel,Altretamine,BT549_BREAST,synergy
Cabazitaxel,Altretamine,DU145_PROSTATE,synergy
Cabazitaxel,Altretamine,HCT116_LARGE_INTESTINE,synergy
Cabazitaxel,Altretamine,HCT15_LARGE_INTESTINE,synergy
Cabazitaxel,Altretamine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Cabazitaxel,Altretamine,HOP62_LUNG,synergy
Cabazitaxel,Altretamine,HOP92_LUNG,synergy
Cabazitaxel,Altretamine,HT29_LARGE_INTESTINE,synergy
Cabazitaxel,Altretamine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Cabazitaxel,Altretamine,MCF7_BREAST,synergy
Cabazitaxel,Altretamine,MDAMB231_BREAST,synergy
Cabazitaxel,Altretamine,MDAMB435S_SKIN,synergy
Cabazitaxel,Altretamine,MDAMB468_BREAST,synergy
Cabazitaxel,Altretamine,NCIH2122_LUNG,synergy
Cabazitaxel,Altretamine,NCIH460_LUNG,synergy
Cabazitaxel,Altretamine,NCIH522_LUNG,synergy
Cabazitaxel,Altretamine,OVCAR4_OVARY,antagonism
Cabazitaxel,Altretamine,OVCAR8_OVARY,synergy
Cabazitaxel,Altretamine,PC3_PROSTATE,synergy
Cabazitaxel,Altretamine,SKMEL28_SKIN,synergy
Cabazitaxel,Altretamine,SNB75_CENTRAL_NERVOUS_SYSTEM,synergy
Cabazitaxel,Altretamine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Cabazitaxel,Altretamine,T47D_BREAST,synergy
Cabazitaxel,Altretamine,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Cabazitaxel,Altretamine,UACC62_SKIN,synergy
Cabazitaxel,Anastrozole,DU145_PROSTATE,synergy
Cabazitaxel,Anastrozole,MALME3M_SKIN,synergy
Cabazitaxel,Anastrozole,NCIH2122_LUNG,synergy
Cabazitaxel,Anastrozole,NCIH23_LUNG,synergy
Cabazitaxel,Anastrozole,NCIH460_LUNG,synergy
Cabazitaxel,Anastrozole,NCIH522_LUNG,synergy
Cabazitaxel,Anastrozole,OVCAR4_OVARY,synergy
Cabazitaxel,Anastrozole,PC3_PROSTATE,synergy
Cabazitaxel,Anastrozole,SF295_CENTRAL_NERVOUS_SYSTEM,synergy
Cabazitaxel,Anastrozole,SF539_CENTRAL_NERVOUS_SYSTEM,synergy
Cabazitaxel,Anastrozole,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Cabazitaxel,Anastrozole,SW620_LARGE_INTESTINE,synergy
Cabazitaxel,Anastrozole,UACC257_SKIN,synergy
Cabazitaxel,Axitinib,EKVX_LUNG,synergy
Cabazitaxel,Axitinib,HCT15_LARGE_INTESTINE,synergy
Cabazitaxel,Axitinib,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Cabazitaxel,Axitinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Cabazitaxel,Axitinib,NCIH2122_LUNG,synergy
Cabazitaxel,Axitinib,NCIH226_LUNG,synergy
Cabazitaxel,Axitinib,NCIH23_LUNG,synergy
Cabazitaxel,Axitinib,NCIH522_LUNG,antagonism
Cabazitaxel,Axitinib,OVCAR8_OVARY,synergy
Cabazitaxel,Axitinib,PC3_PROSTATE,antagonism
Cabazitaxel,Axitinib,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Cabazitaxel,Axitinib,SW620_LARGE_INTESTINE,synergy
Cabazitaxel,Bortezomib,786O_KIDNEY,synergy
Cabazitaxel,Bortezomib,A498_KIDNEY,synergy
Cabazitaxel,Bortezomib,BT549_BREAST,synergy
Cabazitaxel,Bortezomib,DU145_PROSTATE,synergy
Cabazitaxel,Bortezomib,EKVX_LUNG,synergy
Cabazitaxel,Bortezomib,MCF7_BREAST,synergy
Cabazitaxel,Bortezomib,MDAMB231_BREAST,synergy
Cabazitaxel,Bortezomib,MDAMB468_BREAST,synergy
Cabazitaxel,Bortezomib,NCIH460_LUNG,synergy
Cabazitaxel,Bortezomib,NCIH522_LUNG,synergy
Cabazitaxel,Bortezomib,OVCAR4_OVARY,synergy
Cabazitaxel,Bortezomib,PC3_PROSTATE,synergy
Cabazitaxel,Bortezomib,SF295_CENTRAL_NERVOUS_SYSTEM,synergy
Cabazitaxel,Bortezomib,SF539_CENTRAL_NERVOUS_SYSTEM,synergy
Cabazitaxel,Bortezomib,SKMEL5_SKIN,synergy
Cabazitaxel,Bortezomib,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Cabazitaxel,Bortezomib,SW620_LARGE_INTESTINE,synergy
Cabazitaxel,Bortezomib,UACC257_SKIN,synergy
Cabazitaxel,Bortezomib,UACC62_SKIN,synergy
Cabazitaxel,Busulfan,A549_LUNG,antagonism
Cabazitaxel,Busulfan,ACHN_KIDNEY,antagonism
Cabazitaxel,Busulfan,HCT116_LARGE_INTESTINE,antagonism
Cabazitaxel,Busulfan,HCT15_LARGE_INTESTINE,antagonism
Cabazitaxel,Busulfan,HOP92_LUNG,antagonism
Cabazitaxel,Busulfan,HT29_LARGE_INTESTINE,antagonism
Cabazitaxel,Busulfan,IGROV1_OVARY,antagonism
Cabazitaxel,Busulfan,LOXIMVI_SKIN,antagonism
Cabazitaxel,Busulfan,MALME3M_SKIN,antagonism
Cabazitaxel,Busulfan,MDAMB231_BREAST,antagonism
Cabazitaxel,Busulfan,NCIH2122_LUNG,antagonism
Cabazitaxel,Busulfan,NCIH23_LUNG,antagonism
Cabazitaxel,Busulfan,NCIH460_LUNG,antagonism
Cabazitaxel,Busulfan,NCIH522_LUNG,antagonism
Cabazitaxel,Busulfan,PC3_PROSTATE,antagonism
Cabazitaxel,Busulfan,SF539_CENTRAL_NERVOUS_SYSTEM,synergy
Cabazitaxel,Busulfan,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Cabazitaxel,Busulfan,SW620_LARGE_INTESTINE,antagonism
Cabazitaxel,Busulfan,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Cabazitaxel,Carmustine,786O_KIDNEY,synergy
Cabazitaxel,Carmustine,CAKI1_KIDNEY,synergy
Cabazitaxel,Carmustine,DU145_PROSTATE,synergy
Cabazitaxel,Carmustine,HOP92_LUNG,antagonism
Cabazitaxel,Carmustine,MCF7_BREAST,synergy
Cabazitaxel,Carmustine,MDAMB435S_SKIN,synergy
Cabazitaxel,Carmustine,NCIH2122_LUNG,synergy
Cabazitaxel,Carmustine,NCIH23_LUNG,synergy
Cabazitaxel,Carmustine,NCIH460_LUNG,synergy
Cabazitaxel,Carmustine,NCIH522_LUNG,synergy
Cabazitaxel,Carmustine,OVCAR4_OVARY,synergy
Cabazitaxel,Carmustine,PC3_PROSTATE,synergy
Cabazitaxel,Carmustine,SF295_CENTRAL_NERVOUS_SYSTEM,synergy
Cabazitaxel,Carmustine,SF539_CENTRAL_NERVOUS_SYSTEM,synergy
Cabazitaxel,Carmustine,SKMEL5_SKIN,synergy
Cabazitaxel,Carmustine,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Cabazitaxel,Carmustine,SW620_LARGE_INTESTINE,synergy
Cabazitaxel,Carmustine,UACC257_SKIN,synergy
Cabazitaxel,Chlorambucil,A498_KIDNEY,antagonism
Cabazitaxel,Chlorambucil,CAKI1_KIDNEY,antagonism
Cabazitaxel,Chlorambucil,DU145_PROSTATE,synergy
Cabazitaxel,Chlorambucil,EKVX_LUNG,antagonism
Cabazitaxel,Chlorambucil,HCT116_LARGE_INTESTINE,synergy
Cabazitaxel,Chlorambucil,HCT15_LARGE_INTESTINE,synergy
Cabazitaxel,Chlorambucil,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Cabazitaxel,Chlorambucil,HT29_LARGE_INTESTINE,synergy
Cabazitaxel,Chlorambucil,IGROV1_OVARY,antagonism
Cabazitaxel,Chlorambucil,LOXIMVI_SKIN,antagonism
Cabazitaxel,Chlorambucil,MALME3M_SKIN,antagonism
Cabazitaxel,Chlorambucil,MCF7_BREAST,antagonism
Cabazitaxel,Chlorambucil,NCIH226_LUNG,antagonism
Cabazitaxel,Chlorambucil,NCIH23_LUNG,antagonism
Cabazitaxel,Chlorambucil,NCIH460_LUNG,synergy
Cabazitaxel,Chlorambucil,OVCAR4_OVARY,antagonism
Cabazitaxel,Chlorambucil,PC3_PROSTATE,synergy
Cabazitaxel,Chlorambucil,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Cabazitaxel,Chlorambucil,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Cabazitaxel,Chlorambucil,SKMEL5_SKIN,antagonism
Cabazitaxel,Chlorambucil,SW620_LARGE_INTESTINE,antagonism
Cabazitaxel,Chlorambucil,T47D_BREAST,antagonism
Cabazitaxel,Chlorambucil,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Cabazitaxel,Chlorambucil,UACC257_SKIN,antagonism
Cabazitaxel,Chlorambucil,UO31_KIDNEY,antagonism
Cabazitaxel,Crizotinib,EKVX_LUNG,synergy
Cabazitaxel,Crizotinib,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Cabazitaxel,Crizotinib,LOXIMVI_SKIN,synergy
Cabazitaxel,Crizotinib,MDAMB435S_SKIN,synergy
Cabazitaxel,Crizotinib,NCIH2122_LUNG,synergy
Cabazitaxel,Crizotinib,NCIH226_LUNG,synergy
Cabazitaxel,Crizotinib,NCIH23_LUNG,synergy
Cabazitaxel,Crizotinib,NCIH522_LUNG,antagonism
Cabazitaxel,Crizotinib,OVCAR8_OVARY,synergy
Cabazitaxel,Crizotinib,PC3_PROSTATE,antagonism
Cabazitaxel,Crizotinib,SW620_LARGE_INTESTINE,synergy
Cabazitaxel,Crizotinib,T47D_BREAST,synergy
Cabazitaxel,Crizotinib,UACC62_SKIN,antagonism
Cabazitaxel,Dacarbazine,ACHN_KIDNEY,antagonism
Cabazitaxel,Dacarbazine,CAKI1_KIDNEY,antagonism
Cabazitaxel,Dacarbazine,DU145_PROSTATE,synergy
Cabazitaxel,Dacarbazine,EKVX_LUNG,antagonism
Cabazitaxel,Dacarbazine,HCT15_LARGE_INTESTINE,synergy
Cabazitaxel,Dacarbazine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Cabazitaxel,Dacarbazine,HOP62_LUNG,synergy
Cabazitaxel,Dacarbazine,HS578T_BREAST,synergy
Cabazitaxel,Dacarbazine,HT29_LARGE_INTESTINE,synergy
Cabazitaxel,Dacarbazine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Cabazitaxel,Dacarbazine,MALME3M_SKIN,antagonism
Cabazitaxel,Dacarbazine,MDAMB435S_SKIN,synergy
Cabazitaxel,Dacarbazine,NCIH226_LUNG,antagonism
Cabazitaxel,Dacarbazine,NCIH23_LUNG,antagonism
Cabazitaxel,Dacarbazine,NCIH460_LUNG,synergy
Cabazitaxel,Dacarbazine,NCIH522_LUNG,synergy
Cabazitaxel,Dacarbazine,OVCAR4_OVARY,antagonism
Cabazitaxel,Dacarbazine,PC3_PROSTATE,synergy
Cabazitaxel,Dacarbazine,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Cabazitaxel,Dacarbazine,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Cabazitaxel,Dacarbazine,SKMEL5_SKIN,antagonism
Cabazitaxel,Dacarbazine,SNB75_CENTRAL_NERVOUS_SYSTEM,synergy
Cabazitaxel,Dacarbazine,SW620_LARGE_INTESTINE,antagonism
Cabazitaxel,Dacarbazine,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Cabazitaxel,Dacarbazine,UO31_KIDNEY,antagonism
Cabazitaxel,Dasatinib,A549_LUNG,synergy
Cabazitaxel,Dasatinib,CAKI1_KIDNEY,synergy
Cabazitaxel,Dasatinib,DU145_PROSTATE,synergy
Cabazitaxel,Dasatinib,EKVX_LUNG,synergy
Cabazitaxel,Dasatinib,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Cabazitaxel,Dasatinib,IGROV1_OVARY,synergy
Cabazitaxel,Dasatinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Cabazitaxel,Dasatinib,LOXIMVI_SKIN,synergy
Cabazitaxel,Dasatinib,MDAMB231_BREAST,synergy
Cabazitaxel,Dasatinib,NCIH2122_LUNG,synergy
Cabazitaxel,Dasatinib,NCIH226_LUNG,synergy
Cabazitaxel,Dasatinib,NCIH23_LUNG,synergy
Cabazitaxel,Dasatinib,NCIH460_LUNG,synergy
Cabazitaxel,Dasatinib,OVCAR8_OVARY,synergy
Cabazitaxel,Dasatinib,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Cabazitaxel,Dasatinib,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Cabazitaxel,Dasatinib,SW620_LARGE_INTESTINE,synergy
Cabazitaxel,Dasatinib,UACC257_SKIN,antagonism
